source,campaign,region,locality,preferred_doctor_gender,reason_for_visit,patient_insured,number_of_match_results,out_network_results_shown,in_network_results_shown,avg_distance_overall,appointment_requested
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,9,9,0,10678.78869,f
facebook,seattle_doctor_patient_acquisition,Seattle,Bellevue,F,Checkup,t,9,9,0,9770.226468,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,5,4,8425.360287000001,f
Branded - SEO,Unknown,Denver,Denver,No Pref,Checkup,f,9,0,0,10761.04098,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,3,6,9475.018078,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Checkup,f,9,0,0,15676.93918,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Specific Treatment,t,9,4,5,8425.360287000001,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Belmont,No Pref,Checkup,t,2,2,0,3303.014532,f
Direct,Unknown,Seattle,Seattle,No Pref,Specific Treatment,t,9,0,9,11563.11187,t
adwords,search_seattle_local,Seattle,Seattle,No Pref,Specific Treatment,f,9,0,0,4830.696612,t
facebook,san_jose_doctor_patient_acquisition,San Jose,Milpitas,M,Checkup,t,6,3,3,16346.24994,f
www.healthcare.com,Unknown,Austin,Austin,No Pref,Checkup,f,9,0,0,11601.84872,f
www.healthcare.com,search_chicago_local,Chicago,Chicago,F,Urgent Issue,t,9,5,4,11200.18884,t
facebook,Unknown,Austin,Austin,No Pref,Checkup,f,8,0,0,15194.628169999998,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,f,9,0,0,10761.04098,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Specific Treatment,t,0,0,0,,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,M,Checkup,f,4,0,0,10395.30035,t
Patients,Unknown,Denver,Colorado Springs,M,Checkup,t,0,0,0,,f
adwords,search_austin_local,Austin,Austin,No Pref,Specific Treatment,t,8,6,2,15194.628169999998,f
facebook,seattle_doctor_patient_acquisition,Seattle,Kent,F,Checkup,f,6,0,0,13991.147619999998,f
Patients,Unknown,Seattle,Renton,No Pref,Checkup,t,9,0,9,10201.06757,f
Patients,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,4,5,6646.878792,t
www.facebook.com,Unknown,Seattle,Maple Valley,No Pref,Checkup,f,9,0,0,18788.10183,f
lm.facebook.com,Unknown,San Jose,San Jose,No Pref,Checkup,f,9,0,0,6764.958558,f
Patients,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,4,5,7266.135018999998,t
facebook,seattle_doctor_patient_acquisition,Seattle,Snohomish,No Pref,Checkup,f,5,0,0,14418.61529,f
facebook,doctor_patient_acquisition,San Diego,San Diego,No Pref,Specific Treatment,f,8,0,0,13485.09965,f
facebook,chicago_doctor_patient_acquisition,San Diego,San Diego,F,Checkup,t,4,4,0,13434.33379,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,M,Checkup,t,7,5,2,15989.65183,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Daly City,M,Checkup,t,4,4,0,15514.99715,t
adwords,search_sanfrancisco_local,San Francisco,San Francisco,F,Checkup,f,5,0,0,2479.684925,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Oakland,No Pref,Checkup,t,8,1,7,16166.404380000002,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Checkup,t,5,4,1,3674.735711,f
facebook,san_jose_doctor_patient_acquisition,San Jose,Santa Clara,No Pref,Specific Treatment,f,9,0,0,8993.740392,f
facebook,seattle_doctor_patient_acquisition,Seattle,Everett,No Pref,Checkup,t,9,3,6,14279.58506,f
www.healthcare.com,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Urgent Issue,t,9,5,4,8388.328824,f
facebook,austin_doctor_patient_acquisition,Austin,Manor,M,Checkup,t,4,0,4,19477.14798,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,9518.85587,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,3,6,11089.14486,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,f,9,0,0,7476.911489,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,M,Checkup,t,9,5,4,9379.798177,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,M,Checkup,t,9,6,3,3780.824126,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,South San Francisco,M,Checkup,t,5,1,4,15853.15537,f
facebook,san_diego_doctor_patient_acquisition,San Diego,El Cajon,No Pref,Checkup,t,9,3,6,16623.75936,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Specific Treatment,t,3,3,0,8719.212566,f
facebook,austin_doctor_patient_acquisition,Austin,Leander,F,Checkup,f,4,0,0,19317.40103,f
adwords,search_chicago_local,Chicago,Chicago,No Pref,Specific Treatment,f,9,0,0,2088.123885,t
adwords,search_sanfrancisco_local,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,7263.521565999998,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,M,Checkup,t,9,4,5,6250.446832,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,7,2,12748.53661,t
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,2,7,6010.958452000003,f
adwords,search_seattle_metro,Seattle,Edmonds,F,Urgent Issue,f,9,0,0,16925.93905,f
facebook,austin_doctor_patient_acquisition,Austin,Cedar Park,No Pref,Checkup,f,8,0,0,15227.55134,f
facebook,chicago_doctor_patient_acquisition,Austin,Baytown,No Pref,Checkup,t,0,0,0,,f
facebook,denver_doctor_patient_acquisition,Denver,Englewood,F,Checkup,f,5,0,0,19922.12839,f
facebook,austin_doctor_patient_acquisition,Austin,Round Rock,No Pref,Checkup,t,8,5,3,16706.88279,f
facebook,chicago_doctor_patient_acquisition,Austin,Allen,No Pref,Checkup,f,0,0,0,,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,5,3,2,8797.001622,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,5111.699408,f
facebook,patient_leads_feb_2018,Chicago,Palos Hills,No Pref,Checkup,t,9,0,9,16668.12795,t
adwords,search_austin_local,Austin,Austin,F,Checkup,t,6,1,5,16398.104030000002,f
facebook,denver_doctor_patient_acquisition,Denver,Castle Rock,F,Specific Treatment,t,0,0,0,,f
facebook,denver_doctor_patient_acquisition,Denver,Highlands Ranch,No Pref,Checkup,t,9,9,0,20068.40231,f
facebook,seattle_doctor_patient_acquisition,Seattle,Kent,F,Checkup,t,7,7,0,15124.18605,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,F,Checkup,t,3,2,1,13735.99457,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,3,6,8873.037029000001,t
facebook,seattle_doctor_patient_acquisition,Seattle,Renton,No Pref,Checkup,t,9,8,1,12969.48407,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,M,Checkup,t,3,0,3,499.0410623,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Specific Treatment,t,9,2,7,17184.123369999998,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Dublin,No Pref,Checkup,t,0,0,0,,f
facebook,san_diego_doctor_patient_acquisition,San Diego,La Jolla,No Pref,Checkup,t,9,3,6,12004.47992,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,4064.110233,f
facebook,seattle_doctor_patient_acquisition,Seattle,Bremerton,No Pref,Checkup,t,9,4,5,23087.31774,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Urgent Issue,f,9,0,0,7450.492362000001,f
facebook,san_diego_doctor_patient_acquisition,San Diego,El Cajon,No Pref,Checkup,t,9,2,7,17715.87815,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,10120.69612,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,8,2,6,11768.1138,t
facebook,doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,8,1,13582.794869999998,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Urgent Issue,t,9,0,9,9225.553026,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,9761.639601,f
facebook,doctor_patient_acquisition,Denver,Denver,F,Checkup,t,6,3,3,9594.899692,f
Direct,Unknown,Austin,Round Rock,No Pref,Checkup,t,8,8,0,16706.88279,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Oakland,No Pref,Checkup,t,7,1,6,19114.80734,f
facebook,doctor_patient_acquisition,Denver,Arvada,No Pref,Checkup,t,9,5,4,10539.56543,t
SEO - C/S Page,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,0,9,8132.431047,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Urgent Issue,f,9,0,0,6114.26735,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2725.723626,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,1,8,13067.04109,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,M,Checkup,t,6,6,0,16793.325780000006,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Daly City,No Pref,Urgent Issue,f,9,0,0,13828.75119,f
adwords,search_chicago_metro,Chicago,Joliet,No Pref,Urgent Issue,f,3,0,0,19950.860930000006,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,9,0,9515.727171,f
Patients,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,0,9,5953.3386329999985,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Urgent Issue,t,5,5,0,2185.332273,f
Direct,Unknown,Washington DC,Arlington,No Pref,Checkup,f,9,0,0,3106.809602,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Oakland,F,Checkup,t,5,1,4,15848.54281,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Oakland,No Pref,Specific Treatment,t,7,7,0,23488.10784,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,7,2,8638.655311,t
SEO - C/S Page,Unknown,Austin,Houston,No Pref,Checkup,t,9,9,0,4558.662749,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,5,4,11937.56944,t
facebook,chicago_doctor_patient_acquisition,Chicago,Evanston,F,Checkup,f,9,0,0,16390.09036,f
Branded - SEO,us_doctor_patient_remarketing,Chicago,Chicago,No Pref,Checkup,t,9,0,9,5377.0328450000015,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,8121.415128000002,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,9,0,11761.6706,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,15682.64623,f
www.healthcare.com,search_chicago_local,Chicago,Riverdale,F,Urgent Issue,t,3,3,0,20812.07919,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Oakland,No Pref,Specific Treatment,t,7,3,4,21552.04962,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,1,0,1,24260.55526,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,13257.79727,t
facebook,austin_doctor_patient_acquisition,Austin,Round Rock,No Pref,Checkup,t,7,5,2,19413.93076,f
city_all_static_interests_all_20to40_sf_sf,us_doctor_patient_acquisition,San Francisco,Berkeley,No Pref,Checkup,f,8,0,0,17184.96488,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,5,4,6769.4045799999985,f
city_all_static_interests_all_20to40_sf_sf,us_doctor_patient_acquisition,San Francisco,Berkeley,No Pref,Checkup,f,8,0,0,17184.96488,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,f,8,0,0,17467.10066,f
facebook,chicago_doctor_patient_acquisition,Chicago,Oak Lawn,No Pref,Checkup,t,9,4,5,15311.318469999998,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Dublin,No Pref,Checkup,t,0,0,0,,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,5,4,10830.49236,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Urgent Issue,t,8,1,7,2510.435723,f
adwords,search_austin_local,Austin,Austin,F,Checkup,t,5,3,2,9406.061541,f
facebook,san_jose_doctor_patient_acquisition,San Jose,Sunnyvale,F,Checkup,t,7,2,5,13752.991069999998,f
Direct,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,3180.641735,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,1592.578382,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,F,Checkup,f,3,0,0,15121.9746,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,1,8,10348.74449,f
facebook,san_jose_doctor_patient_acquisition,San Jose,Sunnyvale,No Pref,Checkup,t,9,0,9,12880.57587,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Daly City,F,Checkup,t,5,1,4,10441.47639,f
facebook,doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,5908.863460000001,f
facebook,doctor_patient_acquisition,Denver,Denver,No Pref,Urgent Issue,f,9,0,0,7248.3640730000025,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Checkup,f,9,0,0,16477.14288,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,5,4,4011.291383,t
facebook,austin_doctor_patient_acquisition,Denver,Aurora,No Pref,Checkup,t,9,4,5,14992.75641,t
facebook,seattle_doctor_patient_acquisition,Seattle,Redmond,No Pref,Checkup,t,9,1,8,8897.692293,t
facebook,seattle_doctor_patient_acquisition,Seattle,Mercer Island,M,Checkup,t,9,0,9,10090.05293,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,4,4,1752.618634,f
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,6,3,14896.62023,f
Patients,Unknown,Austin,Austin,No Pref,Checkup,t,9,7,2,12333.12324,t
Patients,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,9159.258081,t
facebook,seattle_doctor_patient_acquisition,Seattle,Covington,No Pref,Checkup,f,9,0,0,16074.90679,f
facebook,san_jose_doctor_patient_acquisition,San Jose,Campbell,No Pref,Checkup,t,9,2,7,6777.599958,t
Patients,Unknown,Austin,Austin,No Pref,Checkup,t,6,0,6,16564.302219999998,f
Patients,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,0,9,15375.44789,f
Branded - SEO,Unknown,Seattle,Seattle,No Pref,Specific Treatment,t,9,0,9,7725.396349,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,3495.725083,f
facebook,chicago_doctor_patient_acquisition,Chicago,Elgin,No Pref,Checkup,t,2,1,1,22610.35335,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Checkup,t,9,3,6,13512.09395,f
Patients,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,3585.283899,t
Patients,Unknown,Chicago,Chicago,M,Specific Treatment,t,9,4,5,3990.058952,t
Patients,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,3585.283899,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,2799.635272,f
gmail,seattle_doctor_patient_acquisition,Seattle,Gold Bar,No Pref,Checkup,t,0,0,0,,f
adwords,search_sanfrancisco_local,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,2799.635272,f
Patients,Unknown,Seattle,Issaquah,No Pref,Checkup,t,9,0,9,14059.03786,t
www.healthcare.com,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,3495.725083,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,9,0,10498.61465,f
m.facebook.com,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,5,4,10423.46299,f
facebook,seattle_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,4,5,8199.904715,f
facebook,san_jose_doctor_patient_acquisition,San Jose,Milpitas,No Pref,Checkup,t,9,0,9,14048.18446,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,4,5,10775.47452,t
facebook,seattle_doctor_patient_acquisition,Seattle,Woodinville,No Pref,Checkup,t,9,2,7,12858.68633,f
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Specific Treatment,t,9,4,5,16795.24495,f
Patients,Unknown,Chicago,Buffalo Grove,No Pref,Specific Treatment,t,8,6,2,19973.13941,f
facebook,doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,13257.79727,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,9,0,6804.0298969999985,f
Branded - SEO,Unknown,Austin,Austin,F,Checkup,f,6,0,0,16533.36255,t
SEO - C/S Page,Unknown,Chicago,Palatine,No Pref,Specific Treatment,t,5,3,2,17809.07466,f
patient_leads_may_2018,patient_leads_may_2018,Denver,Denver,No Pref,Checkup,t,9,9,0,7538.235791,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Checkup,f,9,0,0,6521.281683,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Fremont,F,Checkup,t,6,6,0,17067.91092,f
Patients,new,Seattle,Seattle,No Pref,Checkup,t,9,9,0,3498.1553380000005,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,13475.11551,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,2,7,12469.77232,f
Direct,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,3,6,5553.730093,f
Branded - SEO,doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,7,2,4249.388254,f
facebook,san_diego_doctor_patient_acquisition,San Diego,Ramona,No Pref,Specific Treatment,f,4,0,0,19890.29009,f
Patients,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,2,7,8901.606943,f
facebook,austin_doctor_patient_acquisition,Denver,Denver,F,Checkup,t,6,6,0,6348.417483,f
facebook,seattle_doctor_patient_acquisition,Seattle,Redmond,No Pref,Checkup,t,9,1,8,8897.692293,f
Direct,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,1,8,7541.084343,f
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,4,5,7450.492362000001,f
facebook,us_doctor_patient_remarketing,Denver,Denver,No Pref,Checkup,t,9,4,5,6385.565411,t
Direct,Unknown,Denver,Denver,No Pref,Specific Treatment,f,9,0,0,6400.470497,f
Patients,Unknown,Seattle,Lynnwood,No Pref,Checkup,t,9,7,2,13238.22635,f
facebook,seattle_doctor_patient_acquisition,Seattle,Everett,No Pref,Checkup,t,9,8,1,14452.02521,f
facebook,sanfrancisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Checkup,f,5,0,0,3304.927246,f
facebook,chicago_doctor_patient_acquisition,San Francisco,Fremont,No Pref,Specific Treatment,f,2,0,0,18187.37784,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,2211.383181,f
facebook,chicago_doctor_patient_acquisition,Austin,Austin,No Pref,Urgent Issue,f,9,0,0,9545.169333,f
facebook,san_jose_doctor_patient_acquisition,San Jose,Santa Clara,F,Checkup,t,7,4,3,11231.78512,f
Patients,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,8,4,4,2725.723626,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Specific Treatment,t,9,0,9,5555.585721,f
Patients,Unknown,Seattle,Seattle,No Pref,Checkup,f,9,0,0,3257.63168,f
www.healthcare.com,search_austin_local,Austin,Austin,No Pref,Specific Treatment,t,9,1,8,7453.511197,t
facebook,seattle_doctor_patient_acquisition,Seattle,Lynnwood,F,Urgent Issue,t,9,1,8,16023.02614,f
facebook,seattle_doctor_patient_acquisition,Seattle,Bremerton,No Pref,Checkup,t,9,9,0,23087.31774,f
facebook,seattle_doctor_patient_acquisition,Seattle,Tacoma,No Pref,Checkup,t,5,0,5,14511.99406,f
facebook,doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,9,0,0,10989.51115,t
facebook,seattle_doctor_patient_acquisition,Seattle,Lynnwood,M,Checkup,t,9,6,3,14994.56254,f
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Oakland,No Pref,Urgent Issue,f,7,0,0,23488.10784,f
SEO - C/S Page,Unknown,Chicago,Chicago,F,Specific Treatment,t,9,0,9,10844.27893,t
Branded - Adwords,branded_keywords,Austin,Austin,No Pref,Checkup,t,9,6,3,7359.719802,f
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,f,9,0,0,7679.0045489999975,f
facebook,san_diego_doctor_patient_acquisition,San Diego,Coronado,No Pref,Checkup,t,8,8,0,13739.576480000002,t
Branded - SEO,Unknown,San Diego,La Mesa,No Pref,Checkup,t,9,5,4,15238.19483,f
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,7941.327655,f
facebook,san_jose_doctor_patient_acquisition,San Jose,Sunnyvale,No Pref,Checkup,t,9,8,1,12515.91284,f
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,8,1,10015.20426,f
SEO - C/S Page,Unknown,Denver,Denver,No Pref,Checkup,t,9,4,5,6804.0298969999985,f
Patients,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,4,5,7830.807664,t
facebook,austin_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,8,1,7291.079003,f
Patients,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,8,4,4,2725.723626,f
facebook,denver_doctor_patient_acquisition,Denver,Englewood,F,Checkup,t,6,5,1,17292.264580000006,f
